Collection/Population Locality,SpecimenNumber,Notes,IntCal13 (CAL BP),C14 years BP,Cal Age (ka),Age Error,Age bound (lower),Age bound (upper),Lat,Long,Elevation (ASL) m,GISP2 Temp (IntCal13),Temp Err (lower),Temp Err (upper),Temp err,Genus,Species,SpeciesID,GL,DstL,DstBr,DstDp,GBr,GDp
Logan Creek-Zone B,10283,,7265,6340,7265,89,7176,7354,41.8,-96.5,373,-31.1,-31.1,-30.5,0.7,Bison,antiquus,2,147.5,,35.1,39.4,,59
Logan Creek-Zone B,10741,,7265,6340,7265,89,7176,7354,41.8,-96.5,373,-31.1,-31.1,-30.5,0.7,Bison,antiquus,2,146.1,,36.2,42.9,,60.2
Logan Creek-Zone B,1996-10,,7265,6340,7265,89,7176,7354,41.8,-96.5,373,-31.1,-31.1,-30.5,0.7,Bison,antiquus,2,145,,37.1,41,,58.8
Interstate Park,8525,Average of 5 dates,7585,6740,7585,59,7526,7644,45.4,-92.4,371,-30.1,-30.3,-30.1,0.2,Bison,occidentalis,3,,,,39,51,55
Interstate Park,8529,Average of 5 dates,7585,6740,7585,59,7526,7644,45.4,-92.4,371,-30.1,-30.3,-30.1,0.2,Bison,occidentalis,3,152,100.1,39,40,50,54
Interstate Park,8531,Average of 5 dates,7585,6740,7585,59,7526,7644,45.4,-92.4,371,-30.1,-30.3,-30.1,0.2,Bison,occidentalis,3,,107.9,,46,53,
Interstate Park,8532,Average of 5 dates,7585,6740,7585,59,7526,7644,45.4,-92.4,371,-30.1,-30.3,-30.1,0.2,Bison,occidentalis,3,165,109.5,41,44,55,66
Interstate Park,8533,Average of 5 dates,7585,6740,7585,59,7526,7644,45.4,-92.4,371,-30.1,-30.3,-30.1,0.2,Bison,occidentalis,3,165,109.6,41,44,54,54
Interstate Park,8534,Average of 5 dates,7585,6740,7585,59,7526,7644,45.4,-92.4,371,-30.1,-30.3,-30.1,0.2,Bison,occidentalis,3,164,106.9,,45,57,63
Interstate Park,8535,Average of 5 dates,7585,6740,7585,59,7526,7644,45.4,-92.4,371,-30.1,-30.3,-30.1,0.2,Bison,occidentalis,3,161,104.4,43,44,56,64
Interstate Park,8537,Average of 5 dates,7585,6740,7585,59,7526,7644,45.4,-92.4,371,-30.1,-30.3,-30.1,0.2,Bison,occidentalis,3,145,95.6,34,39,49,51
Interstate Park,8541,Average of 5 dates,7585,6740,7585,59,7526,7644,45.4,-92.4,371,-30.1,-30.3,-30.1,0.2,Bison,occidentalis,3,150,98.5,37,42,50,60
Interstate Park,8544,Average of 5 dates,7585,6740,7585,59,7526,7644,45.4,-92.4,371,-30.1,-30.3,-30.1,0.2,Bison,occidentalis,3,145,94.3,,,46,58
Interstate Park,8546,Average of 5 dates,7585,6740,7585,59,7526,7644,45.4,-92.4,371,-30.1,-30.3,-30.1,0.2,Bison,occidentalis,3,139,91.5,35,39,45,54
Interstate Park,8547,Average of 5 dates,7585,6740,7585,59,7526,7644,45.4,-92.4,371,-30.1,-30.3,-30.1,0.2,Bison,occidentalis,3,139,,36,39,47,50
Interstate Park,8550,Average of 5 dates,7585,6740,7585,59,7526,7644,45.4,-92.4,371,-30.1,-30.3,-30.1,0.2,Bison,occidentalis,3,147,97.4,35,39,48,57
Interstate Park,8551,Average of 5 dates,7585,6740,7585,59,7526,7644,45.4,-92.4,371,-30.1,-30.3,-30.1,0.2,Bison,occidentalis,3,156,103.3,39,45,53,
Interstate Park,8554,Average of 5 dates,7585,6740,7585,59,7526,7644,45.4,-92.4,371,-30.1,-30.3,-30.1,0.2,Bison,occidentalis,3,142,91.2,34,40,,
Simonsen,52,Average of 3 dates,7790,6956,7790,79,7711,7869,42.6,-95.6,382,-28.9,-29.3,-28.9,0.4,Bison,antiquus,2,163,107.1,39,45,54,65
Simonsen,273.58.Z,Average of 3 dates,7790,6956,7790,79,7711,7869,42.6,-95.6,382,-28.9,-29.3,-28.9,0.4,Bison,antiquus,2,156,99.9,38,44,54,61
Simonsen,273.58.Z,Average of 3 dates,7790,6956,7790,79,7711,7869,42.6,-95.6,382,-28.9,-29.3,-28.9,0.4,Bison,antiquus,2,156,99.9,38,44,54,61
Simonsen,273-58,Average of 3 dates,7790,6956,7790,79,7711,7869,42.6,-95.6,382,-28.9,-29.3,-28.9,0.4,Bison,antiquus,2,156,99.9,38,44,54,61
Simonsen,274.58.Z,Average of 3 dates,7790,6956,7790,79,7711,7869,42.6,-95.6,382,-28.9,-29.3,-28.9,0.4,Bison,antiquus,2,146,95.4,37,40,52,60
Simonsen,274-58,Average of 3 dates,7790,6956,7790,79,7711,7869,42.6,-95.6,382,-28.9,-29.3,-28.9,0.4,Bison,antiquus,2,146,95.4,37,40,52,60
Simonsen,275.58.Z,Average of 3 dates,7790,6956,7790,79,7711,7869,42.6,-95.6,382,-28.9,-29.3,-28.9,0.4,Bison,antiquus,2,155,99.4,36,43,52,60
Simonsen,275-58,Average of 3 dates,7790,6956,7790,79,7711,7869,42.6,-95.6,382,-28.9,-29.3,-28.9,0.4,Bison,antiquus,2,155,99.4,36,43,52,60
Simonsen,276.58.Z,Average of 3 dates,7790,6956,7790,79,7711,7869,42.6,-95.6,382,-28.9,-29.3,-28.9,0.4,Bison,antiquus,2,158,103.3,39,42,54,60
Simonsen,276-58,Average of 3 dates,7790,6956,7790,79,7711,7869,42.6,-95.6,382,-28.9,-29.3,-28.9,0.4,Bison,antiquus,2,158,103.3,39,42,54,60
Simonsen,277-58,Average of 3 dates,7790,6956,7790,79,7711,7869,42.6,-95.6,382,-28.9,-29.3,-28.9,0.4,Bison,antiquus,2,160,105.9,,43,52,62
Simonsen,278.58.Z,Average of 3 dates,7790,6956,7790,79,7711,7869,42.6,-95.6,382,-28.9,-29.3,-28.9,0.4,Bison,antiquus,2,162,103.6,40,43,54,68
Simonsen,278-58,Average of 3 dates,7790,6956,7790,79,7711,7869,42.6,-95.6,382,-28.9,-29.3,-28.9,0.4,Bison,antiquus,2,162,103.6,40,43,54,68
Simonsen,279.58.Z,Average of 3 dates,7790,6956,7790,79,7711,7869,42.6,-95.6,382,-28.9,-29.3,-28.9,0.4,Bison,antiquus,2,145,95.2,34,39,53,59
Simonsen,279-58,Average of 3 dates,7790,6956,7790,79,7711,7869,42.6,-95.6,382,-28.9,-29.3,-28.9,0.4,Bison,antiquus,2,145,99.9,34,39,53,59
Simonsen,52.Z,Average of 3 dates,7790,6956,7790,79,7711,7869,42.6,-95.6,382,-28.9,-29.3,-28.9,0.4,Bison,antiquus,2,163,107.1,39,45,54,65
Simonsen,AGOGINO #11,Average of 3 dates,7790,6956,7790,79,7711,7869,42.6,-95.6,382,-28.9,-29.3,-28.9,0.4,Bison,antiquus,2,146,94.9,35,39,50,61
Simonsen,Agogino #11,Average of 3 dates,7790,6956,7790,79,7711,7869,42.6,-95.6,382,-28.9,-29.3,-28.9,0.4,Bison,antiquus,2,146,94.9,35,39,50,61
Simonsen,ISU 31,Average of 3 dates,7790,6956,7790,79,7711,7869,42.6,-95.6,382,-28.9,-29.3,-28.9,0.4,Bison,antiquus,2,166,102.5,42,49,52,62
Simonsen,ISUAL:10:31,Average of 3 dates,7790,6956,7790,79,7711,7869,42.6,-95.6,382,-28.9,-29.3,-28.9,0.4,Bison,antiquus,2,166,102.5,42,49,52,62
Simonsen,SE37 #45/51,Average of 3 dates,7790,6956,7790,79,7711,7869,42.6,-95.6,382,-28.9,-29.3,-28.9,0.4,Bison,antiquus,2,156,102.3,39,42,50,59
Simonsen,SE37 45/51,Average of 3 dates,7790,6956,7790,79,7711,7869,42.6,-95.6,382,-28.9,-29.3,-28.9,0.4,Bison,antiquus,2,156,102.3,39,42,50,59
Simonsen,SEC. 8 E2 #bb,Average of 3 dates,7790,6956,7790,79,7711,7869,42.6,-95.6,382,-28.9,-29.3,-28.9,0.4,Bison,antiquus,2,154,102.2,37,45,49,66
Simonsen,"SEC. 8, 30"", E2, #bb",Average of 3 dates,7790,6956,7790,79,7711,7869,42.6,-95.6,382,-28.9,-29.3,-28.9,0.4,Bison,antiquus,2,154,102.2,37,45,49,66
Simonsen,SW15 #3,Average of 3 dates,7790,6956,7790,79,7711,7869,42.6,-95.6,382,-28.9,-29.3,-28.9,0.4,Bison,antiquus,2,162,105.5,40,47,53,68
Simonsen,SW15 #3,Average of 3 dates,7790,6956,7790,79,7711,7869,42.6,-95.6,382,-28.9,-29.3,-28.9,0.4,Bison,antiquus,2,162,105.5,40,47,53,68
Simonsen,SW37 #9,Average of 3 dates,7790,6956,7790,79,7711,7869,42.6,-95.6,382,-28.9,-29.3,-28.9,0.4,Bison,antiquus,2,162,106.2,39,46,52,63
Simonsen,SW37 #9,Average of 3 dates,7790,6956,7790,79,7711,7869,42.6,-95.6,382,-28.9,-29.3,-28.9,0.4,Bison,antiquus,2,162,101.2,39,46,52,63
Itasca,177.1,Average of 3 dates,7970,7167,7970,63,7907,8033,47.1,-95.1,424,-29.1,-29.2,-30.1,0.9,Bison,occidentalis,3,155,96.3,39,41,45,59
Itasca,177.1,Average of 3 dates,7970,7167,7970,63,7907,8033,47.1,-95.1,424,-29.1,-29.2,-30.1,0.9,Bison,occidentalis,3,153,97.9,36,41,49,57
Itasca,177.1,Average of 3 dates,7970,7167,7970,63,7907,8033,47.1,-95.1,424,-29.1,-29.2,-30.1,0.9,Bison,occidentalis,3,148,95.7,35,41,46,57
Itasca,177.1,Average of 3 dates,7970,7167,7970,63,7907,8033,47.1,-95.1,424,-29.1,-29.2,-30.1,0.9,Bison,occidentalis,3,161,101.5,38,44,53,63
Itasca,177.1,Average of 3 dates,7970,7167,7970,63,7907,8033,47.1,-95.1,424,-29.1,-29.2,-30.1,0.9,Bison,occidentalis,3,163,105.1,42,46,,65
Itasca,177.1,Average of 3 dates,7970,7167,7970,63,7907,8033,47.1,-95.1,424,-29.1,-29.2,-30.1,0.9,Bison,occidentalis,3,157,100.4,41,42,52,63
Itasca,177.1,Average of 3 dates,7970,7167,7970,63,7907,8033,47.1,-95.1,424,-29.1,-29.2,-30.1,0.9,Bison,occidentalis,3,156,101.7,39,44,,58
Itasca,540.431,Average of 3 dates,7970,7167,7970,63,7907,8033,47.1,-95.1,424,-29.1,-29.2,-30.1,0.9,Bison,occidentalis,3,161,100.8,43,45,57,57
Itasca,570.175,Average of 3 dates,7970,7167,7970,63,7907,8033,47.1,-95.1,424,-29.1,-29.2,-30.1,0.9,Bison,occidentalis,3,168,102.2,43,45,52,63
Itasca,177.2 62W 9.2,Average of 3 dates,7970,7167,7970,63,7907,8033,47.1,-95.1,424,-29.1,-29.2,-30.1,0.9,Bison,occidentalis,3,161,100.9,38,41,47,61
Itasca,177.2 67W 9.9,Average of 3 dates,7970,7167,7970,63,7907,8033,47.1,-95.1,424,-29.1,-29.2,-30.1,0.9,Bison,occidentalis,3,149,95.8,36,40,45,58
Itasca,177.2 72W 9.1,Average of 3 dates,7970,7167,7970,63,7907,8033,47.1,-95.1,424,-29.1,-29.2,-30.1,0.9,Bison,occidentalis,3,157,102.4,37,42,48,55
Itasca,177.2 84W 9.1,Average of 3 dates,7970,7167,7970,63,7907,8033,47.1,-95.1,424,-29.1,-29.2,-30.1,0.9,Bison,occidentalis,3,143,89.9,33,37,43,55
Itasca,177.3 54W 7.55,Average of 3 dates,7970,7167,7970,63,7907,8033,47.1,-95.1,424,-29.1,-29.2,-30.1,0.9,Bison,occidentalis,3,161,103,50,45,51,60
Itasca,177.3 57W 8.1,Average of 3 dates,7970,7167,7970,63,7907,8033,47.1,-95.1,424,-29.1,-29.2,-30.1,0.9,Bison,occidentalis,3,170,111.2,43,51,58,65
Itasca,177.3 58W 7.5,Average of 3 dates,7970,7167,7970,63,7907,8033,47.1,-95.1,424,-29.1,-29.2,-30.1,0.9,Bison,occidentalis,3,161,100.6,41,45,57,62
Rustad,94-16-12-1,Average of 5 dates,8300,7437,8300,65,8235,8365,46.5,-97.3,327,-32.2,-32.4,-32,0.4,Bison,occidentalis,3,165,106.6,41,47,51,58
Rustad,94-19-6-7 N8E15,Average of 5 dates,8300,7437,8300,65,8235,8365,46.5,-97.3,327,-32.2,-32.4,-32,0.4,Bison,occidentalis,3,161,103.5,37,42,,
Rustad,94-21-7-3,Average of 5 dates,8300,7437,8300,65,8235,8365,46.5,-97.3,327,-32.2,-32.4,-32,0.4,Bison,occidentalis,3,154,99.7,35,40,49,57
Rustad,94-21-7-3,Average of 5 dates,8300,7437,8300,65,8235,8365,46.5,-97.3,327,-32.2,-32.4,-32,0.4,Bison,occidentalis,3,,,27,30,45,46
Rustad,94-23-7-2,Average of 5 dates,8300,7437,8300,65,8235,8365,46.5,-97.3,327,-32.2,-32.4,-32,0.4,Bison,occidentalis,3,,95.3,38,40,,
Rustad,94-25-10-2,Average of 5 dates,8300,7437,8300,65,8235,8365,46.5,-97.3,327,-32.2,-32.4,-32,0.4,Bison,occidentalis,3,163,106,42,44,,63
Rustad,96-83-6/3-1,Average of 5 dates,8300,7437,8300,65,8235,8365,46.5,-97.3,327,-32.2,-32.4,-32,0.4,Bison,occidentalis,3,150,99.1,35,44,45,56
Rustad,"Block 1, surface",Average of 5 dates,8300,7437,8300,65,8235,8365,46.5,-97.3,327,-32.2,-32.4,-32,0.4,Bison,occidentalis,3,168,99.8,39,42,53,59
Milburn,10076-69,,9295,8300,9295,49,9246,9344,37.9,-96.9,405,-30.2,-30.3,-30,0.3,Bison,antiquus,2,152,101.1,36,39,47,62
Milburn,10540-69,,9295,8300,9295,49,9246,9344,37.9,-96.9,405,-30.2,-30.3,-30,0.3,Bison,antiquus,2,143,91.6,35,39,43,56
Milburn,11220-69,,9295,8300,9295,49,9246,9344,37.9,-96.9,405,-30.2,-30.3,-30,0.3,Bison,antiquus,2,143,92,33,37,44,59
Milburn,11222-69,,9295,8300,9295,49,9246,9344,37.9,-96.9,405,-30.2,-30.3,-30,0.3,Bison,antiquus,2,147,94.8,36,40,46,57
Milburn,3140-65,,9295,8300,9295,49,9246,9344,37.9,-96.9,405,-30.2,-30.3,-30,0.3,Bison,antiquus,2,,95.8,35,40,42,
Milburn,4738-65,,9295,8300,9295,49,9246,9344,37.9,-96.9,405,-30.2,-30.3,-30,0.3,Bison,antiquus,2,145,95.7,34,41,45,59
Milburn,4744-65,,9295,8300,9295,49,9246,9344,37.9,-96.9,405,-30.2,-30.3,-30,0.3,Bison,antiquus,2,150,95.8,38,40,45,59
Milburn,4749-65,,9295,8300,9295,49,9246,9344,37.9,-96.9,405,-30.2,-30.3,-30,0.3,Bison,antiquus,2,145,94.1,33,37,42,59
Milburn,5239-65,,9295,8300,9295,49,9246,9344,37.9,-96.9,405,-30.2,-30.3,-30,0.3,Bison,antiquus,2,163,114.2,42,49,53,72
Milburn,5365-65,,9295,8300,9295,49,9246,9344,37.9,-96.9,405,-30.2,-30.3,-30,0.3,Bison,antiquus,2,148,96.2,34,42,45,61
Milburn,5497-65,,9295,8300,9295,49,9246,9344,37.9,-96.9,405,-30.2,-30.3,-30,0.3,Bison,antiquus,2,144,92.9,36,40,64,59
Milburn,5585-65,,9295,8300,9295,49,9246,9344,37.9,-96.9,405,-30.2,-30.3,-30,0.3,Bison,antiquus,2,147,94.7,35,39,46,55
Milburn,5598-65,,9295,8300,9295,49,9246,9344,37.9,-96.9,405,-30.2,-30.3,-30,0.3,Bison,antiquus,2,144,98.4,32,39,43,58
Milburn,5830-65,,9295,8300,9295,49,9246,9344,37.9,-96.9,405,-30.2,-30.3,-30,0.3,Bison,antiquus,2,151,97.2,36,43,48,62
Milburn,5831-65,,9295,8300,9295,49,9246,9344,37.9,-96.9,405,-30.2,-30.3,-30,0.3,Bison,antiquus,2,167,108.8,40,46,52,65
Milburn,5832-65,,9295,8300,9295,49,9246,9344,37.9,-96.9,405,-30.2,-30.3,-30,0.3,Bison,antiquus,2,157,101.8,41,45,50,66
Lodgepole Creek,SUR-12,,9655,8700,9655,55,9600,9710,41.1,-104.5,1705,-30.2,-30.6,-29.9,0.8,Bison,antiquus,2,,102.3,39,43,,
Lodgepole Creek,SUR-82,,9655,8700,9655,55,9600,9710,41.1,-104.5,1705,-30.2,-30.6,-29.9,0.8,Bison,antiquus,2,,97.9,39,38,,
Lodgepole Creek,T60-13-14,,9655,8700,9655,55,9600,9710,41.1,-104.5,1705,-30.2,-30.6,-29.9,0.8,Bison,antiquus,2,154,101.8,,,50,62
Lodgepole Creek,T60-15-13,,9655,8700,9655,55,9600,9710,41.1,-104.5,1705,-30.2,-30.6,-29.9,0.8,Bison,antiquus,2,171,110.8,45,45,60,67
Lodgepole Creek,T60-15-14,,9655,8700,9655,55,9600,9710,41.1,-104.5,1705,-30.2,-30.6,-29.9,0.8,Bison,antiquus,2,152,101.5,37,40,50,57
Lodgepole Creek,T60-17-7,,9655,8700,9655,55,9600,9710,41.1,-104.5,1705,-30.2,-30.6,-29.9,0.8,Bison,antiquus,2,165,110.3,44,46,57,63
Lodgepole Creek,T60-25-12,,9655,8700,9655,55,9600,9710,41.1,-104.5,1705,-30.2,-30.6,-29.9,0.8,Bison,antiquus,2,170,110.2,46,45,61,68
Lodgepole Creek,T60-25-21,,9655,8700,9655,55,9600,9710,41.1,-104.5,1705,-30.2,-30.6,-29.9,0.8,Bison,antiquus,2,159,103.6,42,43,55,65
Red Smoke-Levels 78-88,1075-48,Average of 7 dates,9835,8810,9835,59,9776,9894,40.5,-99.3,680,-30.4,-30,-30.5,0.5,Bison,antiquus,2,,113.4,47,48,,
Red Smoke-Levels 78-88,1613-52,Average of 7 dates,9835,8810,9835,59,9776,9894,40.5,-99.3,680,-30.4,-30,-30.5,0.5,Bison,antiquus,2,154,100.2,,,,60.5
Red Smoke-Levels 78-88,1640-52,Average of 7 dates,9835,8810,9835,59,9776,9894,40.5,-99.3,680,-30.4,-30,-30.5,0.5,Bison,antiquus,2,154,101.2,39,40,50,65
Red Smoke-Levels 78-88,1640-52,Average of 7 dates,9835,8810,9835,59,9776,9894,40.5,-99.3,680,-30.4,-30,-30.5,0.5,Bison,antiquus,2,169,114.4,45,47,63,67
Red Smoke-Levels 78-88,1793-52,Average of 7 dates,9835,8810,9835,59,9776,9894,40.5,-99.3,680,-30.4,-30,-30.5,0.5,Bison,antiquus,2,172,,43,51,,73
Red Smoke-Levels 78-88,566-50,Average of 7 dates,9835,8810,9835,59,9776,9894,40.5,-99.3,680,-30.4,-30,-30.5,0.5,Bison,antiquus,2,159,106.9,42,44,,67
Frasca,?1060383-24,,9965,8910,9965,56,9909,10021,40.6,-103.4,1285,-30.5,-30.7,-30.5,0.2,Bison,antiquus,2,155,103.1,39,43,55,62
Frasca,D1060023-B,,9965,8910,9965,56,9909,10021,40.6,-103.4,1285,-30.5,-30.7,-30.5,0.2,Bison,antiquus,2,181,122,50,49,65,
Frasca,D1060430-03,,9965,8910,9965,56,9909,10021,40.6,-103.4,1285,-30.5,-30.7,-30.5,0.2,Bison,antiquus,2,,113.2,48,48,56,
Frasca,D1060430-17,,9965,8910,9965,56,9909,10021,40.6,-103.4,1285,-30.5,-30.7,-30.5,0.2,Bison,antiquus,2,,113,47,49,,
Frasca,D1060431-A,,9965,8910,9965,56,9909,10021,40.6,-103.4,1285,-30.5,-30.7,-30.5,0.2,Bison,antiquus,2,,,,43,53,62
Frasca,D106049-59,,9965,8910,9965,56,9909,10021,40.6,-103.4,1285,-30.5,-30.7,-30.5,0.2,Bison,antiquus,2,156,102.6,38,41,,
Frasca,D1060531-03,,9965,8910,9965,56,9909,10021,40.6,-103.4,1285,-30.5,-30.7,-30.5,0.2,Bison,antiquus,2,,115,47,48,,
Frasca,D1060568-02,,9965,8910,9965,56,9909,10021,40.6,-103.4,1285,-30.5,-30.7,-30.5,0.2,Bison,antiquus,2,,101.8,39,40,55,
Frasca,D1060611-03,,9965,8910,9965,56,9909,10021,40.6,-103.4,1285,-30.5,-30.7,-30.5,0.2,Bison,antiquus,2,179,121.1,51,49,64,69
Frasca,E1050262-02,,9965,8910,9965,56,9909,10021,40.6,-103.4,1285,-30.5,-30.7,-30.5,0.2,Bison,antiquus,2,,99.8,38,40,,
Frasca,E1050505-01,,9965,8910,9965,56,9909,10021,40.6,-103.4,1285,-30.5,-30.7,-30.5,0.2,Bison,antiquus,2,,118.6,,48,61,70
Frasca,E1060188-03,,9965,8910,9965,56,9909,10021,40.6,-103.4,1285,-30.5,-30.7,-30.5,0.2,Bison,antiquus,2,,104.8,45,43,56,
Frasca,E1060273-04,,9965,8910,9965,56,9909,10021,40.6,-103.4,1285,-30.5,-30.7,-30.5,0.2,Bison,antiquus,2,178,115.6,51,49,63,73
Frasca,E1060303-03,,9965,8910,9965,56,9909,10021,40.6,-103.4,1285,-30.5,-30.7,-30.5,0.2,Bison,antiquus,2,,105.1,38,42,,
Frasca,E1060303-03,,9965,8910,9965,56,9909,10021,40.6,-103.4,1285,-30.5,-30.7,-30.5,0.2,Bison,antiquus,2,162,104.3,37,42,,62
Frasca,E1060342-06,,9965,8910,9965,56,9909,10021,40.6,-103.4,1285,-30.5,-30.7,-30.5,0.2,Bison,antiquus,2,165,110.3,,,,
Frasca,E1060398-04,,9965,8910,9965,56,9909,10021,40.6,-103.4,1285,-30.5,-30.7,-30.5,0.2,Bison,antiquus,2,158,100.5,40,40,53,63
Frasca,E1060401-05,,9965,8910,9965,56,9909,10021,40.6,-103.4,1285,-30.5,-30.7,-30.5,0.2,Bison,antiquus,2,157,100.6,38,42,53,62
Frasca,E1060438-09,,9965,8910,9965,56,9909,10021,40.6,-103.4,1285,-30.5,-30.7,-30.5,0.2,Bison,antiquus,2,183,122.3,,50,,
Frasca,E1060449-36,,9965,8910,9965,56,9909,10021,40.6,-103.4,1285,-30.5,-30.7,-30.5,0.2,Bison,antiquus,2,176,115.7,50,49,62,73
Frasca,E1060504-04,,9965,8910,9965,56,9909,10021,40.6,-103.4,1285,-30.5,-30.7,-30.5,0.2,Bison,antiquus,2,153,100.7,39,40,52,59
Frasca,E1060511-03?,,9965,8910,9965,56,9909,10021,40.6,-103.4,1285,-30.5,-30.7,-30.5,0.2,Bison,antiquus,2,177,117,,50,63,65
Frasca,E1060522-27,,9965,8910,9965,56,9909,10021,40.6,-103.4,1285,-30.5,-30.7,-30.5,0.2,Bison,antiquus,2,165,108.2,,45,60,64
Frasca,E1060523-4,,9965,8910,9965,56,9909,10021,40.6,-103.4,1285,-30.5,-30.7,-30.5,0.2,Bison,antiquus,2,150,98.3,37,40,53,58
Frasca,E1060527-06,,9965,8910,9965,56,9909,10021,40.6,-103.4,1285,-30.5,-30.7,-30.5,0.2,Bison,antiquus,2,,97.3,,,51,64
Frasca,F1050002-05,,9965,8910,9965,56,9909,10021,40.6,-103.4,1285,-30.5,-30.7,-30.5,0.2,Bison,antiquus,2,165,107.4,,44,56,64
Frasca,F1050005-02,,9965,8910,9965,56,9909,10021,40.6,-103.4,1285,-30.5,-30.7,-30.5,0.2,Bison,antiquus,2,,103.7,41,39,56,63
Frasca,F1060129-10,,9965,8910,9965,56,9909,10021,40.6,-103.4,1285,-30.5,-30.7,-30.5,0.2,Bison,antiquus,2,154,100.5,38,41,50,59
Frasca,F1060140-40,,9965,8910,9965,56,9909,10021,40.6,-103.4,1285,-30.5,-30.7,-30.5,0.2,Bison,antiquus,2,166,110.9,46,49,61,67
Frasca,F1060175-03,,9965,8910,9965,56,9909,10021,40.6,-103.4,1285,-30.5,-30.7,-30.5,0.2,Bison,antiquus,2,153,99,38,39,52,60
Frasca,F1060199-18,,9965,8910,9965,56,9909,10021,40.6,-103.4,1285,-30.5,-30.7,-30.5,0.2,Bison,antiquus,2,155,101,35,40,52,59
Frasca,F1060202-01,,9965,8910,9965,56,9909,10021,40.6,-103.4,1285,-30.5,-30.7,-30.5,0.2,Bison,antiquus,2,167,110.1,43,46,59,66
Frasca,F1060204-02,,9965,8910,9965,56,9909,10021,40.6,-103.4,1285,-30.5,-30.7,-30.5,0.2,Bison,antiquus,2,,110.6,45,46,60,68
Frasca,F1060207-22,,9965,8910,9965,56,9909,10021,40.6,-103.4,1285,-30.5,-30.7,-30.5,0.2,Bison,antiquus,2,,103.7,40,41,,63
Frasca,F1060212-04,,9965,8910,9965,56,9909,10021,40.6,-103.4,1285,-30.5,-30.7,-30.5,0.2,Bison,antiquus,2,,109.8,48,47,,
Frasca,F1060228-01,,9965,8910,9965,56,9909,10021,40.6,-103.4,1285,-30.5,-30.7,-30.5,0.2,Bison,antiquus,2,,106.9,43,45,57,63
Frasca,F1060234-12,,9965,8910,9965,56,9909,10021,40.6,-103.4,1285,-30.5,-30.7,-30.5,0.2,Bison,antiquus,2,157,103.6,37,,53,59
Frasca,F1060300-03,,9965,8910,9965,56,9909,10021,40.6,-103.4,1285,-30.5,-30.7,-30.5,0.2,Bison,antiquus,2,164,110.9,,,54,65
Frasca,F1060347-06,,9965,8910,9965,56,9909,10021,40.6,-103.4,1285,-30.5,-30.7,-30.5,0.2,Bison,antiquus,2,174,119.2,45,49,60,69
Frasca,F1060358-96,,9965,8910,9965,56,9909,10021,40.6,-103.4,1285,-30.5,-30.7,-30.5,0.2,Bison,antiquus,2,,105.4,39,43,,
Frasca,F1060389-12,,9965,8910,9965,56,9909,10021,40.6,-103.4,1285,-30.5,-30.7,-30.5,0.2,Bison,antiquus,2,152,98.6,37,41,54,61
Frasca,G1060008-04,,9965,8910,9965,56,9909,10021,40.6,-103.4,1285,-30.5,-30.7,-30.5,0.2,Bison,antiquus,2,176,115.5,50,51,65,70
Frasca,G1060031-04,,9965,8910,9965,56,9909,10021,40.6,-103.4,1285,-30.5,-30.7,-30.5,0.2,Bison,antiquus,2,173,114.1,48,43,58,
Frasca,G1060034-01,,9965,8910,9965,56,9909,10021,40.6,-103.4,1285,-30.5,-30.7,-30.5,0.2,Bison,antiquus,2,171,114,46,48,60,69
Frasca,G1060045-06,,9965,8910,9965,56,9909,10021,40.6,-103.4,1285,-30.5,-30.7,-30.5,0.2,Bison,antiquus,2,174,114.8,41,43,57,69
O.V. Clary,K20-17-267,average of 2 dates,10200,9017,10200,50,10150,10250,41.3,-102.1,1049,-31.1,-30.7,-31.4,0.6,Bison,antiquus,2,149,96.3,,,51,59
O.V. Clary,K21-07-140,average of 2 dates,10200,9017,10200,50,10150,10250,41.3,-102.1,1049,-31.1,-30.7,-31.4,0.6,Bison,antiquus,2,157,103.5,,,51,61
O.V. Clary,K21-08-501,average of 2 dates,10200,9017,10200,50,10150,10250,41.3,-102.1,1049,-31.1,-30.7,-31.4,0.6,Bison,antiquus,2,167,111.4,,,57,
Clary Ranch,78090,,10220,9040,10220,42,10178,10262,41.3,-102.1,1049,-31.2,-30.9,-31.5,0.6,Bison,antiquus,2,151,,40,42,,
Clary Ranch,78114,,10220,9040,10220,42,10178,10262,41.3,-102.1,1049,-31.2,-30.9,-31.5,0.6,Bison,antiquus,2,170,,,,58,63
Clary Ranch,78118,,10220,9040,10220,42,10178,10262,41.3,-102.1,1049,-31.2,-30.9,-31.5,0.6,Bison,antiquus,2,160,105,,,55,63
Clary Ranch,78149,,10220,9040,10220,42,10178,10262,41.3,-102.1,1049,-31.2,-30.9,-31.5,0.6,Bison,antiquus,2,153,,,,49,49
Clary Ranch,78152,,10220,9040,10220,42,10178,10262,41.3,-102.1,1049,-31.2,-30.9,-31.5,0.6,Bison,antiquus,2,150,102.5,,,52,55
Clary Ranch,78302,,10220,9040,10220,42,10178,10262,41.3,-102.1,1049,-31.2,-30.9,-31.5,0.6,Bison,antiquus,2,146,97.8,,,51,57
Clary Ranch,78319,,10220,9040,10220,42,10178,10262,41.3,-102.1,1049,-31.2,-30.9,-31.5,0.6,Bison,antiquus,2,159,,,,51,62
Clary Ranch,78320,,10220,9040,10220,42,10178,10262,41.3,-102.1,1049,-31.2,-30.9,-31.5,0.6,Bison,antiquus,2,153,,,,52,59
