Collection/Population Locality,SpecimenNumber,Notes,IntCal13 (CAL BP),C14 years BP,Cal Age (ka),Age Error,Age bound (lower),Age bound (upper),Lat,Long,Elevation (ASL) m,GISP2 Temp (IntCal13),Temp Err (lower),Temp Err (upper),Temp err,Genus,Species,SpeciesID,GL,DstL,DstBr,DstDp,GBr,GDp
Glenrock,5566,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,138,,,,44,47
Glenrock,5567,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,145,,,,49,56
Glenrock,5568,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,143,,,,48,54
Glenrock,5569,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,140,,,,45,53
Glenrock,5570,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,134,,,,43,51
Glenrock,5571,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,151,,,,51,60
Glenrock,5572,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,144,,,,45,54
Glenrock,5573,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,138,,,,46,55
Glenrock,5574,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,138,,,,47,53
Glenrock,5575,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,131,,,,44,50
Glenrock,5576,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,142,,,,50,57
Glenrock,5577,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,137,90.7,,,46,59
Glenrock,5578,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,139,,,,46,53
Glenrock,5579,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,136,,,,45,54
Glenrock,5580,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,138,,,,44,53
Glenrock,5581,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,139,,,,46,47
Glenrock,5582,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,152,,,,48,56
Glenrock,5583,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,139,,,,44,55
Glenrock,5584,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,151,,,,55,61
Glenrock,5585,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,160,,,,57,60
Glenrock,5586,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,140,,,,45,52
Glenrock,5588,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,135,,,,45,53
Glenrock,5589,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,162,,,,55,63
Glenrock,5590,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,142,,,,50,55
Glenrock,5591,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,162,,,,57,58
Glenrock,5593,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,138,,,,46,53
Glenrock,5594,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,139,,,,47,52
Glenrock,5595,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,157,,,,52,55
Glenrock,5596,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,132,,,,45,51
Glenrock,5597,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,133,,,,45,51
Glenrock,5598,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,135,,,,44,49
Glenrock,5600,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,133,,,,45,54
Glenrock,5604,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,119,71.7,,,42,50
Glenrock,5605,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,109,59,,,37,49
Glenrock,5606,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,123,74.8,,,45,52
Glenrock,5607,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,105,58.5,,,38,46
Glenrock,5608,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,134,79.7,,,49,56
Glenrock,5609,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,130,75.5,,,50,59
Glenrock,5610,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,106,57.3,,,40,48
Glenrock,5611,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,124,72.9,,,43,49
Glenrock,5612,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,123,73,,,45,51
Glenrock,5613,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,135,78.7,,,50,57
Glenrock,5614,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,129,78.6,,,44,53
Glenrock,5615,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,120,72.5,,,43,52
Glenrock,5616,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,131,76.5,,,49,56
Glenrock,5617,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,128,75.5,,,46,51
Glenrock,5618,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,122,71.8,,,45,53
Glenrock,5619,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,133,76.5,,,50,57
Glenrock,5620,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,118,69.8,,,41,48
Glenrock,5621,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,133,82.2,,,45,57
Glenrock,5622,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,125,73,,,45,52
Glenrock,5623,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,145,87.3,,,50.5,55.1
Glenrock,5624,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,109,60.3,,,41,53
Glenrock,5625,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,133,78.1,,,48,56
Glenrock,5626,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,120,72.4,,,42,52
Glenrock,5627,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,126,75.8,,,46,55
Glenrock,5628,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,122,74.9,,,40,47
Glenrock,5629,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,122,75.6,,,41,47
Glenrock,5630,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,,67.5,,,41,47
Glenrock,5631,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,,58.4,,,37,48
Glenrock,5632,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,123,75.7,,,44,54
Glenrock,5633,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,124,76.2,,,41,48
Glenrock,5634,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,138,84,,,48,57
Glenrock,5635,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,119,71.8,,,41,51
Glenrock,5636,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,119,71.6,,,44,49
Glenrock,5637,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,125,74.6,,,44,54
Glenrock,5638,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,119,71.7,,,41,49
Glenrock,5639,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,126,72.4,,,46,57
Glenrock,5640,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,122,72.6,,,44,51
Glenrock,5641,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,122,71.7,,,43,49
Glenrock,5642,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,120,69.2,,,45,56
Glenrock,5643,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,136,80.3,,,49,59
Glenrock,5644,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,112,62.1,,,42,48
Glenrock,5645,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,120,70.4,,,43,48
Glenrock,5646,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,103,60.8,,,39,44
Glenrock,5647,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,135,79.8,,,49,56
Glenrock,5648,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,116,65.2,,,42,53
Glenrock,5649,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,112,62.3,,,41,51
Glenrock,5650,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,158,,,,53,63
Glenrock,5652,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,133,79.3,,,48,56
Glenrock,5653,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,131,78,,,43,53
Glenrock,5654,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,134,79,,,50,
Glenrock,5655,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,111,61,,,42,49
Glenrock,5656,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,128,80.8,,,41,
Garnsey,511S473W/4,Average of 17 Dates,475,375,475,237,238,712,33.3,-104.3,1094,-31.9,-32,-31.8,0.2,Bison,bison,1,140.5,,35.8,36.8,,
Garnsey,518S590W-5,Average of 17 Dates,475,375,475,237,238,712,33.3,-104.3,1094,-31.9,-32,-31.8,0.2,Bison,bison,1,144.5,,37.5,40.9,50,62
Garnsey,519S590W-4,Average of 17 Dates,475,375,475,237,238,712,33.3,-104.3,1094,-31.9,-32,-31.8,0.2,Bison,bison,1,146.7,,35.7,42.2,49.9,58.5
Garnsey,Ar/S/70C,Average of 17 Dates,475,375,475,237,238,712,33.3,-104.3,1094,-31.9,-32,-31.8,0.2,Bison,bison,1,142.1,,36.5,39.8,46.5,
Garnsey,J-12/10,Average of 17 Dates,475,375,475,237,238,712,33.3,-104.3,1094,-31.9,-32,-31.8,0.2,Bison,bison,1,160.2,,40,42.1,54.9,
Garnsey,J-13/10,Average of 17 Dates,475,375,475,237,238,712,33.3,-104.3,1094,-31.9,-32,-31.8,0.2,Bison,bison,1,144.5,,,,50.6,63.3
Garnsey,J-8/9,Average of 17 Dates,475,375,475,237,238,712,33.3,-104.3,1094,-31.9,-32,-31.8,0.2,Bison,bison,1,159.5,,43.7,46.5,57.1,
Big Goose,1,,520,490,520,237,283,757,44.7,-107.2,1295,-31.8,-32,-31.9,0.1,Bison,bison,1,158,101.9,,,55,64
Big Goose,2,,520,490,520,237,283,757,44.7,-107.2,1295,-31.8,-32,-31.9,0.1,Bison,bison,1,146,94.6,,,49,57
Big Goose,3,,520,490,520,237,283,757,44.7,-107.2,1295,-31.8,-32,-31.9,0.1,Bison,bison,1,139,91.2,,,44,50
Big Goose,4,,520,490,520,237,283,757,44.7,-107.2,1295,-31.8,-32,-31.9,0.1,Bison,bison,1,141,92.7,,,44,55
Big Goose,5,,520,490,520,237,283,757,44.7,-107.2,1295,-31.8,-32,-31.9,0.1,Bison,bison,1,142,91.8,,,44,54
Big Goose,6,,520,490,520,237,283,757,44.7,-107.2,1295,-31.8,-32,-31.9,0.1,Bison,bison,1,159,99.5,,,55,63
Big Goose,7,,520,490,520,237,283,757,44.7,-107.2,1295,-31.8,-32,-31.9,0.1,Bison,bison,1,160,103.5,,,57,60
Big Goose,8,,520,490,520,237,283,757,44.7,-107.2,1295,-31.8,-32,-31.9,0.1,Bison,bison,1,148,97,,,51,59
Big Goose,9,,520,490,520,237,283,757,44.7,-107.2,1295,-31.8,-32,-31.9,0.1,Bison,bison,1,150,101,,,51,57
Big Goose,10,,520,490,520,237,283,757,44.7,-107.2,1295,-31.8,-32,-31.9,0.1,Bison,bison,1,145,94,,,49,58
Big Goose,12,,520,490,520,237,283,757,44.7,-107.2,1295,-31.8,-32,-31.9,0.1,Bison,bison,1,153,98.8,,,53,60
Big Goose,14,,520,490,520,237,283,757,44.7,-107.2,1295,-31.8,-32,-31.9,0.1,Bison,bison,1,158,101.6,,,51,61
Big Goose,15,,520,490,520,237,283,757,44.7,-107.2,1295,-31.8,-32,-31.9,0.1,Bison,bison,1,134,85.1,,,42,50
Big Goose,16,,520,490,520,237,283,757,44.7,-107.2,1295,-31.8,-32,-31.9,0.1,Bison,bison,1,150,97.2,,,48,55
Big Goose,18,,520,490,520,237,283,757,44.7,-107.2,1295,-31.8,-32,-31.9,0.1,Bison,bison,1,143,92.5,,,46,54
Big Goose,19,,520,490,520,237,283,757,44.7,-107.2,1295,-31.8,-32,-31.9,0.1,Bison,bison,1,146,95.3,,,48,58
Big Bone Lick,1949-62,,535,530,535,237,298,772,38.9,-84.6,148,-31.8,-32,-31.5,0.5,Bison,bison,1,136,91.6,31,36,41,51
Big Bone Lick,1972-62,,535,530,535,237,298,772,38.9,-84.6,148,-31.8,-32,-31.5,0.5,Bison,bison,1,137,92,33,36,38,52
Big Bone Lick,1978-62,,535,530,535,237,298,772,38.9,-84.6,148,-31.8,-32,-31.5,0.5,Bison,bison,1,129,82.3,28,33,36,45
Big Bone Lick,1985-62,,535,530,535,237,298,772,38.9,-84.6,148,-31.8,-32,-31.5,0.5,Bison,bison,1,152,101.1,35,40,48,54
Big Bone Lick,1993-62,,535,530,535,237,298,772,38.9,-84.6,148,-31.8,-32,-31.5,0.5,Bison,bison,1,132,86.7,32,37,42,51
Big Bone Lick,3505-66,,535,530,535,237,298,772,38.9,-84.6,148,-31.8,-32,-31.5,0.5,Bison,bison,1,139,93.2,32,37,43,46
Big Bone Lick,3547-66,,535,530,535,237,298,772,38.9,-84.6,148,-31.8,-32,-31.5,0.5,Bison,bison,1,160,107.2,36,41,52,63
Big Bone Lick,3567-66,,535,530,535,237,298,772,38.9,-84.6,148,-31.8,-32,-31.5,0.5,Bison,bison,1,135,86.3,31,38,44,52
Big Bone Lick,3589-66,,535,530,535,237,298,772,38.9,-84.6,148,-31.8,-32,-31.5,0.5,Bison,bison,1,142,93.1,32,37,43,51
Big Bone Lick,3609-66,,535,530,535,237,298,772,38.9,-84.6,148,-31.8,-32,-31.5,0.5,Bison,bison,1,162,106.3,41,47,48,57
Big Bone Lick,3641-66,,535,530,535,237,298,772,38.9,-84.6,148,-31.8,-32,-31.5,0.5,Bison,bison,1,136,90.1,36,36,41,50
Big Bone Lick,4001-65,,535,530,535,237,298,772,38.9,-84.6,148,-31.8,-32,-31.5,0.5,Bison,bison,1,140,89.7,36,38,47,52
Big Bone Lick,4133-65,,535,530,535,237,298,772,38.9,-84.6,148,-31.8,-32,-31.5,0.5,Bison,bison,1,136,88.3,31,40,42,50
Big Bone Lick,4289-65,,535,530,535,237,298,772,38.9,-84.6,148,-31.8,-32,-31.5,0.5,Bison,bison,1,141,89.6,31,38,43,51
Big Bone Lick,4308-65,,535,530,535,237,298,772,38.9,-84.6,148,-31.8,-32,-31.5,0.5,Bison,bison,1,141,91.4,33,37,40,55
Big Bone Lick,4346-65,,535,530,535,237,298,772,38.9,-84.6,148,-31.8,-32,-31.5,0.5,Bison,bison,1,138,89.4,29,35,,50
Big Bone Lick,4349-65,,535,530,535,237,298,772,38.9,-84.6,148,-31.8,-32,-31.5,0.5,Bison,bison,1,146,94.2,33,36,36,52
Big Bone Lick,4352-65,,535,530,535,237,298,772,38.9,-84.6,148,-31.8,-32,-31.5,0.5,Bison,bison,1,,92.3,34,35,36,
Big Bone Lick,4468-63,,535,530,535,237,298,772,38.9,-84.6,148,-31.8,-32,-31.5,0.5,Bison,bison,1,146,95.4,32,37,44,49
Big Bone Lick,4524-65,,535,530,535,237,298,772,38.9,-84.6,148,-31.8,-32,-31.5,0.5,Bison,bison,1,140,94.7,29,37,39,52
Big Bone Lick,4550-63,,535,530,535,237,298,772,38.9,-84.6,148,-31.8,-32,-31.5,0.5,Bison,bison,1,142,89.9,33,39,46,48
Big Bone Lick,4550-63,,535,530,535,237,298,772,38.9,-84.6,148,-31.8,-32,-31.5,0.5,Bison,bison,1,148,97.7,37,42,45,52
Big Bone Lick,4565-63,,535,530,535,237,298,772,38.9,-84.6,148,-31.8,-32,-31.5,0.5,Bison,bison,1,141,93.2,33,36,45,55
Big Bone Lick,4565-63,,535,530,535,237,298,772,38.9,-84.6,148,-31.8,-32,-31.5,0.5,Bison,bison,1,142,95.7,32,37,42,52
Big Bone Lick,4575-65,,535,530,535,237,298,772,38.9,-84.6,148,-31.8,-32,-31.5,0.5,Bison,bison,1,,98.3,32,35,,
Big Bone Lick,511-62,,535,530,535,237,298,772,38.9,-84.6,148,-31.8,-32,-31.5,0.5,Bison,bison,1,143,94.1,31,35,41,51
Big Bone Lick,537-62,,535,530,535,237,298,772,38.9,-84.6,148,-31.8,-32,-31.5,0.5,Bison,bison,1,144,94.4,32,37,43,53
Big Bone Lick,569-62,,535,530,535,237,298,772,38.9,-84.6,148,-31.8,-32,-31.5,0.5,Bison,bison,1,157,105.3,37,45,48,59
Burnet County,CHR1,"Martin, Unpub",545,566,545,237,308,782,30.9,-98,300,-31.8,-32,-31.5,0.6,Bison,bison,1,156.6,97,38.8,41.2,49.4,60
Baker Cave,232,Average of 2 dates,695,797,695,233,462,928,42.9,-113.3,1460,-31.7,-32,-31,1,Bison,bison,1,151.5,,,,58.5,
Baker Cave,799,Average of 2 dates,695,797,695,233,462,928,42.9,-113.3,1460,-31.7,-32,-31,1,Bison,bison,1,158.5,,,,56.5,
Baker Cave,3531,Average of 2 dates,695,797,695,233,462,928,42.9,-113.3,1460,-31.7,-32,-31,1,Bison,bison,1,161,,,,54,
Baker Cave,400,Average of 2 dates,695,797,695,233,462,928,42.9,-113.3,1460,-31.7,-32,-31,1,Bison,bison,1,158.5,,,,54,
Baker Cave,3085,Average of 2 dates,695,797,695,233,462,928,42.9,-113.3,1460,-31.7,-32,-31,1,Bison,bison,1,154,,,,54,
Baker Cave,806,Average of 2 dates,695,797,695,233,462,928,42.9,-113.3,1460,-31.7,-32,-31,1,Bison,bison,1,152,,,,51,
Baker Cave,2199,Average of 2 dates,695,797,695,233,462,928,42.9,-113.3,1460,-31.7,-32,-31,1,Bison,bison,1,151,,,,50.5,
Baker Cave,3536,Average of 2 dates,695,797,695,233,462,928,42.9,-113.3,1460,-31.7,-32,-31,1,Bison,bison,1,143.5,,,,50,
Baker Cave,3259,Average of 2 dates,695,797,695,233,462,928,42.9,-113.3,1460,-31.7,-32,-31,1,Bison,bison,1,150,,,,49,
Baker Cave,104,Average of 2 dates,695,797,695,233,462,928,42.9,-113.3,1460,-31.7,-32,-31,1,Bison,bison,1,142.5,,,,49,
Baker Cave,3367,Average of 2 dates,695,797,695,233,462,928,42.9,-113.3,1460,-31.7,-32,-31,1,Bison,bison,1,142.5,,,,49,
Baker Cave,3958,Average of 2 dates,695,797,695,233,462,928,42.9,-113.3,1460,-31.7,-32,-31,1,Bison,bison,1,145,,,,49,
Baker Cave,3979,Average of 2 dates,695,797,695,233,462,928,42.9,-113.3,1460,-31.7,-32,-31,1,Bison,bison,1,,,,,49,
Baker Cave,123,Average of 2 dates,695,797,695,233,462,928,42.9,-113.3,1460,-31.7,-32,-31,1,Bison,bison,1,148,,,,48.5,
Baker Cave,3975,Average of 2 dates,695,797,695,233,462,928,42.9,-113.3,1460,-31.7,-32,-31,1,Bison,bison,1,151,,,,48,
Baker Cave,3438,Average of 2 dates,695,797,695,233,462,928,42.9,-113.3,1460,-31.7,-32,-31,1,Bison,bison,1,,,,,48,
Baker Cave,2198,Average of 2 dates,695,797,695,233,462,928,42.9,-113.3,1460,-31.7,-32,-31,1,Bison,bison,1,147,,,,48,
Baker Cave,3160,Average of 2 dates,695,797,695,233,462,928,42.9,-113.3,1460,-31.7,-32,-31,1,Bison,bison,1,149,,,,48,
Baker Cave,500,Average of 2 dates,695,797,695,233,462,928,42.9,-113.3,1460,-31.7,-32,-31,1,Bison,bison,1,141,,,,47.5,
Baker Cave,2111,Average of 2 dates,695,797,695,233,462,928,42.9,-113.3,1460,-31.7,-32,-31,1,Bison,bison,1,143,,,,47.5,
Baker Cave,3261,Average of 2 dates,695,797,695,233,462,928,42.9,-113.3,1460,-31.7,-32,-31,1,Bison,bison,1,140,,,,47,
Baker Cave,3083,Average of 2 dates,695,797,695,233,462,928,42.9,-113.3,1460,-31.7,-32,-31,1,Bison,bison,1,138,,,,46,
Baker Cave,3970,Average of 2 dates,695,797,695,233,462,928,42.9,-113.3,1460,-31.7,-32,-31,1,Bison,bison,1,141,,,,46,
Baker Cave,245,Average of 2 dates,695,797,695,233,462,928,42.9,-113.3,1460,-31.7,-32,-31,1,Bison,bison,1,139,,,,45,
Baker Cave,2112,Average of 2 dates,695,797,695,233,462,928,42.9,-113.3,1460,-31.7,-32,-31,1,Bison,bison,1,138.5,,,,44,
Rourke,6256B,Estimate,2105,2100,2105,160,1945,2265,44.7,-106.3,1147,-29.7,-30.5,-30.7,0.2,Bison,bison,1,143,95,33,37,46,53
Rourke,6301B,Estimate,2105,2100,2105,160,1945,2265,44.7,-106.3,1147,-29.7,-30.5,-30.7,0.2,Bison,bison,1,145,95.9,33,37,46,54
Rourke,6934B,Estimate,2105,2100,2105,160,1945,2265,44.7,-106.3,1147,-29.7,-30.5,-30.7,0.2,Bison,bison,1,143,96.2,35,37,44,53
Rourke,6935B,Estimate,2105,2100,2105,160,1945,2265,44.7,-106.3,1147,-29.7,-30.5,-30.7,0.2,Bison,bison,1,138,91.5,,38,46,55
Rourke,6939B,Estimate,2105,2100,2105,160,1945,2265,44.7,-106.3,1147,-29.7,-30.5,-30.7,0.2,Bison,bison,1,138,91.1,35,36,46,54
Rourke,6939B,Estimate,2105,2100,2105,160,1945,2265,44.7,-106.3,1147,-29.7,-30.5,-30.7,0.2,Bison,bison,1,149,97.1,37,40,52,57
Rourke,6942B,Estimate,2105,2100,2105,160,1945,2265,44.7,-106.3,1147,-29.7,-30.5,-30.7,0.2,Bison,bison,1,,95.4,37,36,48,
Rourke,6944B,Estimate,2105,2100,2105,160,1945,2265,44.7,-106.3,1147,-29.7,-30.5,-30.7,0.2,Bison,bison,1,143,91.8,,40,53,47
Rourke,6945B,Estimate,2105,2100,2105,160,1945,2265,44.7,-106.3,1147,-29.7,-30.5,-30.7,0.2,Bison,bison,1,,92.5,35,38,,
Rourke,6946B,Estimate,2105,2100,2105,160,1945,2265,44.7,-106.3,1147,-29.7,-30.5,-30.7,0.2,Bison,bison,1,141,94.3,36,37,46,54
Rourke,6948B,Estimate,2105,2100,2105,160,1945,2265,44.7,-106.3,1147,-29.7,-30.5,-30.7,0.2,Bison,bison,1,155,101.7,38,39,54,57
Mavrakis-Bentzen-Roberts,B4954,average of 2 dates,2550,2506,2550,133,2417,2683,44.7,-107.2,1370,-30.7,-30.5,-30.5,0,Bison,bison,1,159,106.2,40,44,54,62
Mavrakis-Bentzen-Roberts,B9107,average of 2 dates,2550,2506,2550,133,2417,2683,44.7,-107.2,1370,-30.7,-30.5,-30.5,0,Bison,bison,1,149,98.4,36,39,48,55
Mavrakis-Bentzen-Roberts,B9310,average of 2 dates,2550,2506,2550,133,2417,2683,44.7,-107.2,1370,-30.7,-30.5,-30.5,0,Bison,bison,1,157,103.5,36,40,55,61
Mavrakis-Bentzen-Roberts,B9313,average of 2 dates,2550,2506,2550,133,2417,2683,44.7,-107.2,1370,-30.7,-30.5,-30.5,0,Bison,bison,1,149,99.3,38,40,49,58
Mavrakis-Bentzen-Roberts,B9402,average of 2 dates,2550,2506,2550,133,2417,2683,44.7,-107.2,1370,-30.7,-30.5,-30.5,0,Bison,bison,1,140,90.2,35,37,47,64
Mavrakis-Bentzen-Roberts,B9413,average of 2 dates,2550,2506,2550,133,2417,2683,44.7,-107.2,1370,-30.7,-30.5,-30.5,0,Bison,bison,1,148,98.1,37,37,47,61
Mavrakis-Bentzen-Roberts,B9470,average of 2 dates,2550,2506,2550,133,2417,2683,44.7,-107.2,1370,-30.7,-30.5,-30.5,0,Bison,bison,1,144,95.7,36,38,49,57
Mavrakis-Bentzen-Roberts,B9471,average of 2 dates,2550,2506,2550,133,2417,2683,44.7,-107.2,1370,-30.7,-30.5,-30.5,0,Bison,bison,1,156,103.8,40,40,52,59
Mavrakis-Bentzen-Roberts,B9475,average of 2 dates,2550,2506,2550,133,2417,2683,44.7,-107.2,1370,-30.7,-30.5,-30.5,0,Bison,bison,1,156,104.1,39,41,54,59
Mavrakis-Bentzen-Roberts,B9551,average of 2 dates,2550,2506,2550,133,2417,2683,44.7,-107.2,1370,-30.7,-30.5,-30.5,0,Bison,bison,1,155,103.2,39,43,54,59
Mavrakis-Bentzen-Roberts,B9749,average of 2 dates,2550,2506,2550,133,2417,2683,44.7,-107.2,1370,-30.7,-30.5,-30.5,0,Bison,bison,1,161,105.1,38,42,54,61
Mavrakis-Bentzen-Roberts,B9750,average of 2 dates,2550,2506,2550,133,2417,2683,44.7,-107.2,1370,-30.7,-30.5,-30.5,0,Bison,bison,1,144,95.2,37,38,47,58
